id,title,latitude_and_longitude,ratings,review,type,types,type_id,address,operating_hours,phone,website,service_options,popular_for,highlights,offerings,dining_options,amenities,atmosphere,crowd,payments,parking,pets,reserve_a_table,order_online,createdAt,updatedAt
"62","bwè coffee","40.7487777,-74.0277306","4.6","514","Coffee shop","Coffee shop; Cafe; Event venue; Tea house; Wi-Fi spot","coffee_shop","1002 Washington St, Hoboken, NJ 07030","Closed ⋅ Opens 7 AM","(201) 683-0045","http://bwekafe.com/","Outdoor seating; Delivery; Takeout; Dine-in","Solo dining; Good for working on laptop","Great coffee; Great tea selection; Live music; Live performances","Coffee; Quick bite; Vegetarian options","Breakfast; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; Tourists","Credit cards; Debit cards; NFC mobile payments","Free street parking; Paid street parking","Dogs allowed outside","","https://www.google.com/viewer/chooseprovider?mid=/g/124ymzb8k&g2lbs=AO8LyOIV7Cbva8DB2oQQuh07xPpA_H74Uyvk92-zgwhk-8fECP5C0vjj7Pz7SN9b2Uq5jhNwPXBSxcotnT-tEnQX0S-6dRlbgg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=ta","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"63","Ground Central Coffee Company","40.752885299999996,-73.97482","4.6","134","Coffee shop","Coffee shop","coffee_shop","441 Lexington Ave, New York, NY 10017","Closed ⋅ Opens 8 AM","(646) 370-3265","http://www.groundcentral.com/","Takeout; Dine-in","Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Restroom; Wi-Fi","Casual; Cozy; Trendy","","Credit cards; NFC mobile payments","Paid street parking","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"64","Ground Central Coffee Company","40.7530091,-73.9898267","4.5","273","Coffee shop","Coffee shop; Book store","coffee_shop","498 7th Ave, New York, NY 10018","Closed ⋅ Opens 8 AM","(646) 682-7478","http://www.groundcentral.com/","Onsite services; Takeout; Dine-in","Breakfast; Solo dining","Fast service; Great coffee; Great tea selection","Alcohol; Beer; Coffee; Quick bite","Breakfast; Lunch; Catering; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"65","La Colombe Coffee Workshop","40.753574799999996,-73.9855053","4.4","808","Coffee shop","Coffee shop; Cafe","coffee_shop","Seven Bryant Park Building, 1045 6th Ave, New York, NY 10018","Closed ⋅ Opens 7 AM","(917) 386-0157","https://www.lacolombe.com/pages/cafes/bryant-park?utm_source=google&utm_medium=organic&utm_campaign=gbp","Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Restroom","Casual; Cozy; Trendy","College students; Tourists","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"66","Pennylane Coffee","40.7516071,-73.9701396","4.5","351","Coffee shop","Coffee shop","coffee_shop","305 E 45th St, New York, NY 10017","Closed ⋅ Opens 7:30 AM","(917) 797-5133","https://www.facebook.com/PennyLaneNY/","Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Beer; Coffee; Comfort food; Organic dishes; Quick bite; Vegan options","Breakfast; Brunch; Lunch; Catering; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Family-friendly","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"67","Moncheri Coffee Shop & Creperie","40.7353409,-73.9829884","4.6","130","Coffee shop","Coffee shop","coffee_shop","323A 2nd Ave, New York, NY 10003","Closed ⋅ Opens 7 AM Sat","(917) 409-0077","","Outdoor seating; Curbside pickup; No-contact delivery; Delivery; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great dessert; Great tea selection","Coffee; Quick bite","Breakfast; Brunch; Lunch; Dessert; Seating","Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","","Credit cards; NFC mobile payments","Paid street parking","Dogs allowed outside","","https://www.google.com/viewer/chooseprovider?mid=/g/11sq0zn5w9&g2lbs=AO8LyOI0BI0Uc6gzk7WYlfpcSe36xsDmoJS6hIPZXb6Dv_6HbOh3-_muEl2mlGRqrYyMmXzQjPI7ygB6_Is88TXIerRY4hIDfg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"68","Blank Street Coffee","40.746545999999995,-73.98621039999999","4.4","467","Coffee shop","Coffee shop","coffee_shop","298 5th Ave #1004, New York, NY 10016","Closed ⋅ Opens 6:30 AM","","https://www.blankstreet.com/","Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"69","Saltwater Coffee","40.7326773,-73.9998286","4.3","156","Coffee shop","Coffee shop; Wine bar","coffee_shop","126 Waverly Pl, New York, NY 10011","Closed ⋅ Opens 7 AM","(407) 538-3485","http://www.saltwaternyc.com/","Outdoor seating; Onsite services; Takeout; Dine-in","Solo dining","Fast service; Great coffee; Great tea selection","Alcohol; Beer; Coffee; Happy hour drinks; Wine","Dessert; Seating","Bar onsite; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"70","Masseria Caffe & Bakery","40.7607554,-73.9858962","4.5","372","Coffee shop","Coffee shop; Bakery; Espresso bar; Italian restaurant","coffee_shop","235 W 48th St, New York, NY 10036","Closed ⋅ Opens 7 AM","(212) 969-0900","http://masseriacaffenyc.com/","Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great dessert; Great tea selection","Coffee; Comfort food; Prepared foods; Quick bite; Vegetarian options","Breakfast; Brunch; Lunch; Dessert; Seating","Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","","Credit cards; NFC mobile payments","Paid street parking","Dogs allowed outside","","https://www.google.com/viewer/chooseprovider?mid=/g/11c1m_bn83&g2lbs=AO8LyOI2dRrSC_dO6-GeliimMefzXyKSOuNH27PoV4_KewA1l8p6-2sps7nIU7IDGvGWwQM4EKCBb3uvUMC3bnct-Wala4CuYQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"71","Ramini Espresso & cafe","40.7540845,-73.9916851","4.8","310","Coffee shop","Coffee shop; Bagel shop; Bakery; Cafe; Coffee roasters; Coffee store; Espresso bar","coffee_shop","Ramini espresso bar & cafe, 265 W 37th St, New York, NY 10018","Closed ⋅ Opens 7:30 AM","","http://www.instagram.com/ramini.espresso.bar","Onsite services; Takeout; Dine-in","Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","","Casual; Cozy; Trendy","Family-friendly","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"72","Grace Street Coffee & Desserts","40.7477172,-73.98653019999999","4.5","3272","Coffee shop","Coffee shop; Bubble tea store; Cafe; Cake shop; Dessert restaurant; Dessert shop; Ice cream shop","coffee_shop","17 W 32nd St, New York, NY 10001","Closed ⋅ Opens 11 AM","(917) 540-2776","https://www.bygracestreet.com/","No-contact delivery; Delivery; Onsite services; Takeout; Dine-in","Solo dining","Great coffee; Great dessert; Great tea selection; Serves local specialty","Coffee; Comfort food; Quick bite; Small plates","Breakfast; Lunch; Dessert","Restroom","Casual; Trendy","College students; Groups; Tourists","Credit cards; Debit cards; NFC mobile payments","Paid street parking; Usually difficult to find a space","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/11g696_rfj&g2lbs=AO8LyOLcctZItDKBRnoqJvsb2NRxi9jS49j6k2ry--eraBKj3idXvgJ8hafG2rxDQPolqYCaKvQxsjiTq_JTqJSgftWqV0eimA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"73","Best Bagel & Coffee","40.7522252,-73.9911099","4.6","6128","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Bagel shop","coffee_shop","225 W 35th St A, New York, NY 10001","Closed ⋅ Opens 6 AM","(212) 564-4409","http://www.bestbagelandcoffee.com/","Delivery; In-store pickup; In-store shopping; Onsite services; Takeout; Dine-in","","","Coffee","Breakfast","Restroom","","","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","Quick visit","https://www.google.com/viewer/chooseprovider?mid=/g/1tq8kgfd&g2lbs=AO8LyOLRzmfeUeTKCrfu4s8K7mGjetUmebKjS0jmb0trPhnDlHzy06h9hbReLZjZnPgkOplQq5zMnjTywaVmnVYzRzMFZpeb8Q%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"74","Culture 36","40.753078099999996,-73.9913242","4.5","626","Coffee shop","Coffee shop","coffee_shop","247 W 36th St., New York, NY 10018","Closed ⋅ Opens 7 AM","(646) 438-9555","http://www.cultureespresso.com/","No-contact delivery; Delivery; Takeout; Dine-in","Solo dining; Good for working on laptop","Great coffee; Great tea selection; Live performances; Serves local specialty","Coffee; Quick bite; Vegetarian options","Breakfast; Dessert; Seating","Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11b70ghhxf&g2lbs=AO8LyOJGxxVfY_UyOCDG7gFp36uttj5EgD-iKp4KDnnvuWBF0ybGuCK1fshEaud8nALdXUEY3i6YimEUZRK2f6hTMwTUIR_ccg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"75","Blue Bottle Coffee","40.758208599999996,-73.9786889","4.4","1180","Coffee shop","Coffee shop","coffee_shop","1 Rockefeller Plaza, New York, NY 10020","Closed ⋅ Opens 7 AM","(510) 661-3510","https://bluebottlecoffee.com/cafes/rockefeller-center?srsltid=AfmBOorrGVNBQnhAsrhXtnC1Xjdg852iEv3MA6-7QGQPw3x4DcoRqH0m","Delivery; Onsite services; Takeout; Dine-in","Breakfast","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","","Casual; Trendy","Tourists","Credit cards; Debit cards; NFC mobile payments","","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/1hc4cp413&g2lbs=AO8LyOKvd9bHhWp26mTJrXIFc5ASIMQ0Q0VM2TF314qe7R4dktKlaoeKjvDtOfgwXANv5NE6z-S5FdPJUqTRBULCOEcmTlbyXg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=ta","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"76","Patent Coffee","40.7452234,-73.9902283","4.5","173","Coffee shop","Coffee shop","coffee_shop","49 W 27th St, New York, NY 10001","Closed ⋅ Opens 8:30 AM","(212) 689-4000","http://www.drinkpatent.com/","Takeout; Dine-in","","Fast service; Great coffee; Great tea selection","Alcohol; Cocktails; Coffee; Quick bite","Dessert","","Casual; Cozy; Trendy","College students","Credit cards","Paid street parking","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"77","Paper Coffee","40.7462091,-73.9895129","4.1","630","Coffee shop","Coffee shop","coffee_shop","44 W 29th St, New York, NY 10001","Closed ⋅ Opens 7 AM","(212) 213-4429","https://www.madehotels.com/eat-drink","Outdoor seating; Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Fast service; Great coffee; Great tea selection","Alcohol; Beer; Cocktails; Coffee; Quick bite; Wine","Breakfast; Dessert; Seating","Restroom; Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"78","Bluestone Lane Times Square Coffee Shop","40.7564652,-73.98978579999999","4.2","583","Coffee shop","Coffee shop; Bar; Cafe","coffee_shop","11 Times Sq, New York, NY 10036","Closed ⋅ Opens 6:30 AM","(718) 374-6858","https://bluestonelane.com/coffee-shops/11-times-square-new-york/?y_source=1_ODc5MjkwMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Curbside pickup; No-contact delivery; Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Comfort food; Prepared foods; Quick bite; Small plates; Vegetarian options","Breakfast; Brunch; Lunch; Catering; Dessert; Seating","Gender-neutral restroom; Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","LGBTQ+ friendly; Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11gcm0vmlz&g2lbs=AO8LyOKvnkTqse1y4mkRQ_vNnGBcej43JTy2MQYirC7XoTPLUyCxTZRq1GSBYar7ysduwFdBSVOxytiI7RwpKPdcCR_mwA7NUQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"79","Partners Coffee","40.734916,-74.0023197","4.4","480","Coffee shop","Coffee shop; Bar; Coffee roasters","coffee_shop","44 Charles St, New York, NY 10014","Closed ⋅ Opens 7:30 AM","(917) 675-7668","http://www.partnerscoffee.com/","No-contact delivery; Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Cocktails; Coffee; Comfort food; Happy hour food; Quick bite; Small plates","Breakfast; Lunch; Catering; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","","Credit cards; NFC mobile payments","","Dogs allowed outside","","https://www.google.com/viewer/chooseprovider?mid=/g/11b6gqj0m3&g2lbs=AO8LyOIViKYLiu7aGWt0-z1TdtWctojnwJzN__MOyDTMqs-Ul2BUa5vMW84Ia4UUJ1llt6x-1j-rX8pxWVQjKu_35MPDXjHcNw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"80","Blue Bottle Coffee","40.7630255,-73.97891469999999","4.3","308","Coffee shop","Coffee shop","coffee_shop","1345 6th Ave, New York, NY 10105","Closed ⋅ Opens 6:30 AM","(510) 661-3510","https://bluebottlecoffee.com/us/eng/cafes/midtown-north?srsltid=AfmBOopsXSv3WcwZ5NyjA3akQNNtut6YXFmCJg3ubma3LUWFtAnEg7yX","Outdoor seating; Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert; Seating","Wi-Fi","Casual; Trendy","Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11j12v48mj&g2lbs=AO8LyOLg2toRx6XhlcMJyvQ4hyhfh2vV6o6q85CHes3_xvqAkMrXtENSS6WsnUNN1aw5CYoid4GXR6sWEb1ZMBAaik-73ltURw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"81","Blank Street Coffee","40.7633904,-73.9758382","4.3","190","Coffee shop","Coffee shop","coffee_shop","30 W 57th St, New York, NY 10019","Closed ⋅ Opens 6:30 AM","","http://blankstreet.com/","Delivery; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11s1xwr1gc&g2lbs=AO8LyOIcx2awRUzd1xeoVjemc--qmsoY3gn7sqA5PRj4_zE2Y-FAtGf7o7D_Xxw8KzGtlyL_Eq87aD-QUCb0mVk4GIR07_s7QQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"82","Le Cafe Coffee","40.7544276,-73.9865043","4.5","255","Coffee shop","Coffee shop","coffee_shop","1440 Broadway, New York, NY 10018","Closed ⋅ Opens 7 AM","(646) 370-6275","http://www.lecafecoffee.com/","Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Comfort food; Organic dishes; Prepared foods; Quick bite; Vegetarian options","Breakfast; Brunch; Lunch; Catering; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Family-friendly; Locals","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11h48srnfj&g2lbs=AO8LyOISIr8cJGQSpAr6bRmadz2bHyLQGZV-qxkUl5XyReg2RKeU6pWBHZbE6YFTzonrVAz7wI5xEUJACROzfYvNZX5oXW4Tmg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"83","La Colombe Coffee Workshop","40.723802,-73.9964299","4.3","704","Coffee shop","Coffee shop; Espresso bar","coffee_shop","270 Lafayette St, New York, NY 10012","Closed ⋅ Opens 7 AM","(212) 625-1717","https://www.lacolombe.com/pages/cafes/soho?utm_source=google&utm_medium=organic&utm_campaign=gbp","Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Beer; Coffee; Quick bite","Breakfast; Dessert","","Casual; Cozy; Trendy","College students; Tourists","Credit cards; NFC mobile payments","","","Usually a wait","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"84","Le Cafe Coffee","40.7663395,-73.98292099999999","4.3","335","Coffee shop","Coffee shop","coffee_shop","250 W 57th St, New York, NY 10019","Closed ⋅ Opens 6:30 AM","(917) 261-5022","https://www.lecafecoffee.com/","No-contact delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Brunch; Lunch; Dessert; Seating","Wi-Fi","Casual; Cozy; Trendy","Family-friendly","Credit cards; Debit cards; NFC mobile payments","Paid street parking; Usually difficult to find a space","Dogs allowed outside","","https://www.google.com/viewer/chooseprovider?mid=/g/11rzh199s4&g2lbs=AO8LyOJDU9g5ZD4WDhb3XoTvo1p1rhGUBuE4ROIqml6Fo0_UK3LzZsejHqKtlnPNWIMWyxoB6VxWuxgpxSwU6bfyrQDoNjX3yA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"85","Blue Bottle Coffee","40.7522643,-73.97845099999999","4.3","279","Coffee shop","Coffee shop","coffee_shop","60 E 42nd St #140, New York, NY 10165","Closed ⋅ Opens 7 AM","(510) 661-3510","https://bluebottlecoffee.com/","Delivery; Onsite services; Takeout; Dine-in","","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Vegetarian options","Breakfast; Dessert","","Casual; Cozy; Trendy","Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11fzz6b2wn&g2lbs=AO8LyOLpfv6h00guZK25rSYB9PHOZdjJtcmWyHFXBp-S4g9faiWwa-YaJarZPLUgzQBLGoF4bXWdPgbvPRY644OWYXj-GBJ3Mw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"86","Corvo Coffee","40.7569714,-73.9933947","4.3","373","Coffee shop","Coffee shop","coffee_shop","542 9th Ave, New York, NY 10018","Closed ⋅ Opens 6:30 AM","","","Onsite services; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert","Wi-Fi","Casual; Cozy; Trendy","Tourists","Credit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"87","Blue Bottle Coffee","40.7340899,-73.99247299999999","4.4","267","Coffee shop","Coffee shop","coffee_shop","101 University Pl, New York, NY 10003","Closed ⋅ Opens 7 AM","(510) 661-3510","https://bluebottlecoffee.com/","Outdoor seating; Delivery; Onsite services; Takeout; Dine-in","","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Vegetarian options","Breakfast; Dessert; Seating","","Casual; Trendy","College students; Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11g9vtn5sm&g2lbs=AO8LyOJIgsDfW5y_ZcQBVOXxrAb4L2OrlUf24p86nZFB0W6PUhD4rFn-lzNd1ZJyULJqkGfJdwdY9_HererztLDeAKcNcLhZpQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"88","Zibetto Espresso Bar","40.7638695,-73.9777517","4.6","1150","Espresso bar","Espresso bar; Cafe; Coffee shop","espresso_bar","1385 6th Ave, New York, NY 10019","Closed ⋅ Opens 7 AM","(646) 707-0505","https://zibettoespressobar.shop/","Delivery; Onsite services; Takeout; Dine-in","Solo dining","Great coffee","Coffee; Prepared foods; Quick bite; Small plates","Breakfast; Brunch; Lunch; Catering; Dessert; Seating","","Casual; Cozy; Trendy","Locals","Credit cards; Debit cards; NFC mobile payments","Paid parking lot; Paid street parking; Usually difficult to find a space","","","https://www.google.com/viewer/chooseprovider?mid=/g/11b6zv4j_8&g2lbs=AO8LyOJuAPGBK4Wa5fhjEMe4FaENWdmM_T6be9_lLUORb1_OWrlK3c1HqeYZ0yGk9-BH2-eh09QIh4hd5Ttqx1qz0Vt-A0aBAQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"89","Bluestone Lane Midtown East Coffee Shop","40.7564078,-73.9769018","4.2","457","Coffee shop","Coffee shop; Bar; Cafe","coffee_shop","400 Madison Ave, New York, NY 10017","Closed ⋅ Opens 6:30 AM","(718) 374-6858","https://bluestonelane.com/coffee-shops/midtown-east-400-madison-ave-new-york/?y_source=1_ODc5MjkwOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ==","Curbside pickup; No-contact delivery; Delivery; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Vegetarian options","Breakfast; Brunch; Lunch; Catering; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","LGBTQ+ friendly; Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11b6z5btcq&g2lbs=AO8LyOLb7WRsWvM5LPjUlbyY2mh18Jk2bVhq7XACkkf59yT1M4boap80nhoTuHH-mgOkQynLmRpYMOiw7fuxkcJ1AGecFsQnaQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"90","Le Cafe Coffee","40.7597355,-73.9697968","4.5","229","Coffee shop","Coffee shop; Delivery Restaurant; Restaurant","coffee_shop","661 Lexington Ave, New York, NY 10022","Closed ⋅ Opens 7 AM","(646) 682-7384","http://lecafecoffee.com/","Delivery; Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Lunch; Dessert","Wi-Fi","Casual; Cozy; Trendy","Locals; Tourists","Credit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11c1pcnzbf&g2lbs=AO8LyOIkfhHXKyh93w2eil21qC4lHhPy3stwcCqULo1W2ScFsDtpz5g7p3FwBYSbdFtjvAZEMDX24Yxup947_9c31ZSgPuhxsQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"91","Foreigner NYC","40.7413027,-73.9934364","4.2","120","Coffee shop","Coffee shop","coffee_shop","64 W 21st St, New York, NY 10010","Closed ⋅ Opens 8 AM","(646) 535-1547","http://www.foreigner.nyc/","Outdoor seating; Delivery; Takeout; Dine-in","Solo dining","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite","Dessert; Seating","Restroom; Wi-Fi","Casual; Cozy; Trendy","","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"92","Café Grumpy - Fashion District","40.754188899999995,-73.9888567","4.3","676","Coffee shop","Coffee shop; Cafe; Espresso bar","coffee_shop","200 W 39th St, New York, NY 10018","Closed ⋅ Opens 9 AM Sat","(646) 449-8747","http://cafegrumpy.com/locations/fashion-district/","Takeout; Dine-in","Breakfast; Solo dining","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Vegetarian options","Breakfast; Dessert","Gender-neutral restroom; Restroom","Casual; Cozy; Trendy","College students; Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/1jmcm19ws&g2lbs=AO8LyOLK4oVoHrCvXgktfmFmoYryR2e6Mpy_6eKtkloo-j2utm1Gok02nQ75i2WeAPV0Dm57GyE7c8L_7DWbttAnop2xZTXPtQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=ta","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
